"REF_DATE","GEO","DGUID","Trip duration","Main trip purpose","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-07","United States","","Total, all trip durations","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335338","3.1.5.1","924","B","","","0"
"2019-07","United States","","Total, all trip durations","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335341","3.1.6.1","314","D","","","0"
"2019-07","United States","","Total, all trip durations","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335344","3.1.7.1","279","D","","","0"
"2019-07","United States","","Total, all trip durations","Other business","Number of trips","Number","223","thousands","3","v1064335347","3.1.8.1","227","C","","","0"
"2019-07","United States","","Same-day","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335317","3.2.1.1","3161","B","","","0"
"2019-07","United States","","Same-day","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335364","3.2.2.1","1348","B","","","0"
"2019-07","United States","","Same-day","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335369","3.2.3.1","574","C","","","0"
"2019-07","United States","","Same-day","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335374","3.2.4.1","24","E","","","0"
"2019-07","United States","","Same-day","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335379","3.2.5.1","844","C","","","0"
"2019-07","United States","","Same-day","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335384","3.2.6.1","224","E","","","0"
"2019-07","United States","","Same-day","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335389","3.2.7.1","79","E","","","0"
"2019-07","United States","","Same-day","Other business","Number of trips","Number","223","thousands","3","v1064335394","3.2.8.1","68","E","","","0"
"2019-07","United States","","Overnight","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335319","3.3.1.1","4353","A","","","0"
"2019-07","United States","","Overnight","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335366","3.3.2.1","2707","A","","","0"
"2019-07","United States","","Overnight","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335371","3.3.3.1","983","B","","","0"
"2019-07","United States","","Overnight","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335376","3.3.4.1","134","C","","","0"
"2019-07","United States","","Overnight","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335381","3.3.5.1","80","D","","","0"
"2019-07","United States","","Overnight","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335386","3.3.6.1","90","D","","","0"
"2019-07","United States","","Overnight","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335391","3.3.7.1","200","C","","","0"
"2019-07","United States","","Overnight","Other business","Number of trips","Number","223","thousands","3","v1064335396","3.3.8.1","159","C","","","0"
"2019-07","Overseas","","Total, all trip durations","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335313","4.1.1.1","2482","A","","","0"
"2019-07","Overseas","","Total, all trip durations","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335330","4.1.2.1","1382","B","","","0"
"2019-07","Overseas","","Total, all trip durations","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335333","4.1.3.1","814","B","","","0"
"2019-07","Overseas","","Total, all trip durations","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335336","4.1.4.1","21","E","","","0"
"2019-07","Overseas","","Total, all trip durations","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335342","4.1.6.1","73","D","","","0"
"2019-07","Overseas","","Total, all trip durations","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335345","4.1.7.1","65","D","","","0"
"2019-07","Overseas","","Total, all trip durations","Other business","Number of trips","Number","223","thousands","3","v1064335348","4.1.8.1","127","D","","","0"
"2019-07","Overseas","","Overnight","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335320","4.3.1.1","2482","A","","","0"
"2019-07","Overseas","","Overnight","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335367","4.3.2.1","1382","B","","","0"
"2019-07","Overseas","","Overnight","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335372","4.3.3.1","814","B","","","0"
"2019-07","Overseas","","Overnight","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335377","4.3.4.1","21","E","","","0"
"2019-07","Overseas","","Overnight","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335387","4.3.6.1","73","D","","","0"
"2019-07","Overseas","","Overnight","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335392","4.3.7.1","65","D","","","0"
"2019-07","Overseas","","Overnight","Other business","Number of trips","Number","223","thousands","3","v1064335397","4.3.8.1","127","D","","","0"
