,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,PCA1,PCA2,PCA3,FICA1,FICA2,FICA3,TSVD1,TSVD2,TSVD3,GRP1,GRP2,GRP3,SRP1,SRP2,SRP3
5460,1,0,1,0,0.06632741908223598,1,0,2,1,1,1,1,1,1,2,0,1,-1.4860351280674795,-0.7083506241126328,0,2,0.008549097485885991,2.271927370327294,-0.1581436318878002,0.0060682708795882214,-0.005667266555229575,0.019282810998831456,3.7587347825237694,1.7797608167183538,-3.0961126678605084,0.777316144882611,1.9262258969496784,-1.0250099216447977,4.391023281605694,-0.9838538099481831,-3.345887038035702
5461,0,0,0,0,1.2064976032430856,1,0,0,2,0,0,2,0,2,2,1,3,0.011243969082197169,0.6903136362769645,0,4,1.9977243877323962,1.5105279193440284,-0.3674044058724539,0.009303527743146656,-0.012096921563584556,0.009017666256581314,5.807193943874365,-0.15361290959045032,-2.0213865309134023,-0.8074100594638377,0.31368781904229054,-1.492968357423558,2.49509995353224,0.019245181316029036,0.9485265363967545
5462,1,0,1,0,1.2879383306831464,1,2,0,0,2,0,2,0,2,1,1,3,0.17908546609897602,0.9702231013149204,0,4,2.432606040484017,0.00520825291315795,-0.09900892306390165,0.004055214077423281,-0.010928336486044361,-0.004302471309167032,6.515260874038979,-0.39480095588546227,0.12153625210133037,-3.4757209139803646,-0.3648059271950525,0.39720482554514475,-1.890556327773342,5.208086081872077,4.888852716945404
5463,0,0,1,1,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,1,0,-0.6784017859867437,-0.9885691618306532,1,0,-2.89332092384588,-0.19048070268004313,2.1378930884656526,-0.027008879644638332,0.00670303800564681,0.0062525394448492925,-0.7238156551604822,2.930911730757074,0.03482231792022249,0.808352466785011,-5.308333628134796,0.8036825778973666,-6.224757488122062,-1.5025070386688861,7.799877130095432
5464,1,0,0,0,-0.3001558543980372,1,0,2,1,1,1,1,1,1,2,1,3,-1.4627699700651542,-0.7876498431690521,0,2,-0.6421234551322641,2.159095466946784,-1.347358680803277,0.01790843819508178,0.0016466352635006664,0.01784144020601664,4.084812531069251,3.4388234377559854,-2.6914096660672766,0.48321246741391166,4.16150491955919,-1.0512853952822072,7.3401440157250715,-1.0840114337112512,-5.012929854923687
5465,0,0,0,0,-0.2594354906780068,1,0,0,0,2,2,0,0,0,1,1,3,-0.28954128794787104,-0.3223629999527131,0,2,-0.6818110123187865,0.6682469183679883,-0.12090089700965953,0.001751685407978256,0.0017471221403387194,0.0067573533828033695,3.0360642230772643,2.39141928343436,-0.8140090054980197,0.4117146524426942,2.7037673016326758,-0.556789940644931,4.6592014503765515,-0.9287258734141544,0.011677094316758785
5466,1,0,0,1,-0.9109613101984924,1,0,2,1,1,1,1,1,1,1,1,0,-1.4893587220678115,-0.9112347619546408,0,0,-1.7559591586265393,1.3439004566561212,0.13107712826523046,-0.0009906964169548995,0.0040346389072264364,0.014758941704625005,1.5972834096734876,3.1094740154021463,-1.8326715289951987,-0.1772604467336042,0.18934868655424097,-2.1880632969917433,2.1068433445196746,0.36850010493632346,0.45018215251675575
5467,0,0,0,0,0.8400143297628127,1,2,1,2,2,2,0,2,0,1,0,3,1.1246479591934997,1.337202755650905,0,3,2.163282039975002,-0.4502360706593138,-0.9030676808695556,0.01154508605450581,-0.0057435388079642505,-0.008828999621999525,6.255842750123137,-0.06572139567571066,0.843077436448551,-1.9325119387323457,-3.142565145217864,-2.587502677636467,-4.967386111888229,3.8365735397135627,8.66451248022061
5468,0,0,0,0,-1.0331224013585834,1,0,1,0,0,0,0,2,0,0,1,2,0.4964886931307054,-0.7493910607011306,1,0,-2.713359784597525,-1.1365946782486864,-0.1773421789330652,-0.0035769709968537676,0.016223544146909533,-0.005299095507323475,0.532611640539699,3.9139224855165056,1.7149532286815135,-0.9264086838457388,-3.2696651564652517,0.5989207094836965,-6.067522927490455,-0.14766858283238737,6.61777050563957
5469,1,0,0,0,0.025607055362205637,1,0,1,0,2,2,0,0,0,0,1,1,0.4732235351283796,0.12958956478086506,0,2,-0.11150582343994457,-0.12334453046094881,0.9089392041040606,-0.010191773527044696,-0.0022057137464388523,0.0003556860026791259,2.8120351950440763,0.9639421423205354,0.10047512184902925,-0.5151263245826643,0.3270233860577816,-0.5971287259086773,-1.105479744254067,2.1320400042443293,4.350604716224502
5470,0,1,1,0,1.5729808767233588,1,0,1,0,2,2,0,0,2,2,0,1,0.8205391081630994,1.8332202539136069,0,4,3.324599997216871,0.21491458330485158,0.26699460458119006,0.0015935758553445166,-0.016851478470539232,-0.0035548784143977037,6.188236906445056,-2.4594164285256728,-0.3890000702263798,-1.8181445063908188,-1.970155499799867,-3.952770889377031,-2.44727139904563,6.076362790807534,6.605960939477396
5471,0,0,0,0,-0.13727439951791576,1,2,1,0,0,0,0,0,0,0,1,2,0.31369102311243185,-0.1280666672924835,0,2,-0.8338146824387115,-0.8620835967847744,1.3664226977669298,-0.017435040128721244,0.0015974248892327934,-0.004121007831563267,2.221320749917278,1.7622276696532324,1.1458768153474026,-1.59519212882966,-2.8626463282915116,0.5309939630700639,-5.1463033002050125,2.0174411499417997,5.781353343885728
5472,1,0,1,1,-0.3408762181180675,1,2,0,2,0,0,2,2,2,0,0,0,0.5396954151350245,-0.15870901585882813,0,1,0.22026610749407183,-0.9815421033162398,0.2945847843055949,-0.004792167654544271,0.0006523241795796369,-0.008414720951662735,3.2953333297079865,0.7843112224282154,1.3768733023466815,-3.7788312989779014,-6.246628298484357,-0.38151973673405937,-9.989669433749992,4.757382335320397,9.391699179615893
5473,1,0,1,1,-0.5037576729981889,1,0,0,0,0,2,0,0,0,0,1,2,-0.5039131009693008,-0.5931989741687905,0,1,-1.7798066402247947,0.24528514036103255,0.5443973728052132,-0.007591361313758291,0.005732711011073367,0.00592219895823007,1.4250857760197138,2.9341435352745022,-0.3249479489844038,1.1493611762673108,0.6939715601180526,0.35142919554279783,1.29946484567234,0.48000809206244677,-0.265896520312195
5474,0,0,0,0,-1.2774445836787656,1,2,1,0,0,0,0,2,0,0,1,2,0.6593447991469852,-0.9707974827269734,0,0,-2.454718516655381,-1.786470772598586,0.05859156032024556,-0.007051940161907921,0.015996952343914298,-0.01101111052084756,0.9917439924267287,3.809999912646203,2.6412174592663322,-2.539155723897402,-3.89795090304825,0.41822166018328183,-7.828630378241959,1.745933890809267,7.712225262013674
5475,1,0,0,1,0.8807346934828431,1,2,0,0,2,0,0,0,0,0,1,1,-0.3244390249513595,0.35735405336802434,1,3,0.7769633334984982,-0.3879705367690918,2.2666700177188424,-0.02428461917296329,-0.010162423940330227,-0.001629682925092745,3.580162606264094,-0.13874803358082655,0.33540956560668933,-0.25412256082838386,-5.52559382730933,0.0685847172763021,-8.194894782853995,4.337960844352075,11.334552527103481
5476,0,1,0,0,-1.1145631287986442,1,0,1,0,0,2,0,2,0,0,1,3,0.6676537841478158,-0.8246723349167178,1,0,-2.5885510023828946,-1.1897091885332167,-1.373831177647598,0.009401236904452031,0.019813436372650775,-0.0075801843876954125,1.3751535026719386,4.551498357016242,1.9839132422952304,-0.5762846436310572,-2.451784909019179,-0.7173531275169623,-5.0011292649185455,0.6389221868343113,5.72782497134438
5477,0,0,1,1,1.6137012404433893,1,2,0,2,0,2,2,2,2,2,1,0,0.6460504231456565,1.6351046659925863,0,4,4.382481145781876,-0.1233383036043738,0.13761985068512322,0.0036353999842232286,-0.020391550590096313,-0.00846520179084488,7.509721052106172,-3.2816745553190874,0.1105832976321162,-1.5512718372710719,-8.171111643718753,-4.226928321133952,-10.110436206654269,2.9958520207852968,13.556600333956274
5478,1,0,1,0,0.7992939660427822,1,0,1,2,2,2,2,2,2,2,1,2,1.3805646972190828,1.414537155526917,0,3,3.012290805008262,0.2656614861815893,-1.9287083817894244,0.025037367774561087,-0.008160549477385804,-0.0055315824402053446,7.287070885889986,-0.6631999634190331,-0.0883300265702645,-2.7354902629766014,-2.079322931137934,-2.89129803546437,-3.8971335989065086,3.5075902480871277,8.927787511899023
5479,0,0,0,0,-0.9516816739185228,1,0,1,0,0,0,0,0,0,0,0,2,0.142525932095321,-0.7204927651151469,0,0,-2.9984425703484163,-0.22665358895136925,0.707588572827354,-0.01174586822087965,0.012098842118477317,0.004199149669466861,-0.22467001173464896,3.72722679355735,0.2986590630089447,-1.335903006783321,1.6389994725836288,0.7072010052353079,1.9653110807300407,0.5316787854503016,-2.0540518427178025
5480,0,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,1,3,-0.6435040489832552,-0.988105552810557,0,0,-3.5445581350225166,0.005087856727007898,0.37505300856099955,-0.008378862116127933,0.01511302294290211,0.006688701531817025,-0.27144239908566964,4.774030152921155,0.07414356615326191,-0.13058747675695975,1.8149050017964814,0.7024983495055431,2.530131833846295,-1.5870008808381224,-1.9972078942205915
5481,1,1,0,0,-1.2774445836787656,1,2,1,0,0,0,0,0,0,0,1,2,0.2954112561106046,-0.9756322625079744,1,0,-2.8939392955926393,-1.4079329379588135,1.004548725933824,-0.017085464654576155,0.013820903251933043,-0.005728163331937807,0.4815799547575854,4.12382438212296,2.024194808310925,-1.3058358353686865,-5.88909575076914,0.1372567398389024,-11.454232067951882,2.8068524698393187,9.960920732838515
5482,1,0,1,1,0.025607055362205637,1,0,0,0,0,2,2,2,2,1,1,3,0.30372024111143525,0.05375637506516357,1,2,0.33566524868991926,-0.21741912055849966,-2.1445345710906722,0.02316707051589967,0.006248943717903281,-0.005332635201022706,4.77547241228373,2.16198172413349,0.6804600888467178,-1.644666373014799,0.25794630899460846,0.302902589831709,0.07210720428265827,2.3112952660592847,1.4557709243244057
5483,0,0,1,0,0.9214550572028734,1,2,1,0,0,2,0,0,0,0,1,2,0.43167861012422654,0.960266545692859,1,3,1.0178849777459629,-0.8929872254065053,0.9897099255468768,-0.011163244545055635,-0.005614928313826239,-0.00809970282786893,4.20579889815139,0.06404095498086489,1.2064398210824512,-0.0957457186383943,-5.7778232267221314,-0.0444742464944016,-9.227512878647895,1.4075847091205043,9.968613177961352
5484,1,0,1,1,1.4915401492832985,1,2,1,0,0,0,2,2,2,2,1,2,1.1495749141959914,2.0191937008321132,0,4,3.5331409003887946,-0.8230420878589246,-0.6050377928153786,0.00928870687181128,-0.01206774406880151,-0.014003355511929117,7.267283093076567,-1.8165772691912614,1.268302885928932,-4.143486325398308,-3.549584513541168,-2.129187023774041,-6.048086033621164,7.797651446629244,7.8696983756008665
5485,1,0,0,0,-1.2774445836787656,1,0,0,2,0,0,0,0,0,0,1,3,-0.46569176996547995,-0.9857433544700681,0,0,-3.250522625493848,0.432728442116202,0.29438541962791304,-0.006326355083709323,0.012866444540016597,0.009742335919082707,0.3311138027083216,4.788494718248269,-0.48999798876963313,0.7142263272250426,-0.37316235030920647,0.17615608346663328,-1.2970329682410036,-1.3722569268720495,1.273546338373976
5486,1,0,0,0,0.8807346934828431,1,2,0,2,0,2,2,2,2,2,0,0,0.7424346491552913,1.0825930971381872,0,3,3.158034636576998,-0.29534822392677323,-0.09349708266088598,0.0043145454554423856,-0.013483434827711327,-0.00813482251555352,6.263044878219416,-2.0681817340442894,0.3918747641767116,-1.988615742989693,-4.8220368323075204,-4.085621660304246,-8.472532163314177,2.5867745609909822,7.681360534248693
5487,1,0,0,1,0.025607055362205637,1,0,2,1,1,1,1,1,1,1,1,3,-1.4827115340671475,-0.706959797052345,0,2,-0.6900706831188259,1.9794353434392744,-1.2510592503126863,0.01646177019514645,0.0020302156357501246,0.016512291506734285,3.9710863412357993,3.4128918856168933,-2.4523723872095773,0.0052356704397956005,4.205091541809341,-0.41514365720396507,8.53800049561066,1.4119721427198584,-5.100308260260108
5488,1,1,1,0,0.5142514200025698,1,2,1,0,2,2,2,2,0,1,1,0,1.127971553193832,0.9901362125590438,0,2,2.021643388699169,-1.1001451319433861,0.42321925304374725,-0.00420393945040731,-0.007786608108955983,-0.012381449210285767,5.1313796128443565,-0.9908701278616749,1.5107504084467054,-2.6948813431079612,-6.136789937092768,-3.4647070043543513,-11.39176896078863,4.4407419991949615,14.193423116538494
5489,0,0,0,1,-0.8702409464784621,0,1,0,0,0,0,0,0,0,0,0,2,-1.3148700370503688,-0.8663971467253571,0,0,-3.061342060109353,0.31088007825189135,1.1438790371411094,-0.015511445835576511,0.009463973368853478,0.00951192683698886,-0.3763006411242205,3.6982271407850846,-0.506551171327951,0.18507415709571123,-0.19220201371548554,-0.018250987087376273,1.547940855824885,-0.07654407647303374,-1.5404323670194662
5490,1,0,0,0,-1.0738427650786138,1,0,0,2,2,0,0,0,0,0,1,0,-0.3011738669490337,-0.8599507736840222,0,0,-2.157801112586645,0.28938508607621105,1.9075171290133748,-0.022694600730854227,0.002778546098756727,0.00878757747051428,0.3079060665415163,2.511025108601527,-0.5969206265018422,0.36017295354197526,-4.1587606821404535,-1.0680297706534592,-6.746472294994557,-0.6005833888034906,9.493254046671021
5491,1,0,0,0,-0.4630373092781586,1,0,0,2,0,2,0,2,0,0,0,0,0.019552954083027783,-0.379232373084488,0,1,-0.7314541737158956,-0.04836743913007905,0.7114461641039622,-0.008672155890395593,0.0011216489748708783,0.0018076499507928333,1.8339215799665587,1.2538097182234813,-0.032419023600338,1.1908252677569369,-2.834205109495538,-1.945668027009678,-5.373585516055048,-0.9048036406967408,3.9505328006116613
5492,0,0,1,1,1.3286586944031769,1,2,2,1,1,1,1,1,1,2,1,0,-1.3115464430500368,-0.2361096455948541,0,4,2.5417763622587213,1.7330159766649649,1.113652833926243,-0.005613296451917124,-0.020197600113692864,0.011978853225211614,6.0377551066393735,-1.1016515987304198,-2.5163989163305454,0.5466176379634012,-4.625975489585554,-1.6483146756104794,-2.6639696050601986,1.0821747870165306,7.326065224798033
5493,0,1,1,0,-1.0738427650786138,1,2,1,0,0,0,0,0,2,0,1,2,0.6510358141461546,-0.7984673869712919,1,0,-2.2733466924750485,-1.9837536352258363,0.13078924387751728,-0.007992194710971161,0.015449045572835114,-0.012921657470473337,1.2763497140463733,3.7119027337581003,2.9240952738093906,-3.3074943003737736,-8.01301591095379,0.47068687439974455,-13.794096622083952,4.474670648910108,13.394324503391113
5494,0,0,0,0,-0.9924020376385532,1,0,1,2,0,0,0,2,0,0,0,2,0.6709773781481484,-0.713030867553602,1,0,-2.4009236964418603,-0.547747285036877,-0.2837635584204455,-0.0009181229833282641,0.013540280381274397,-0.0009266570402391269,0.9339806454468388,3.7149473860783786,0.8972096679255206,-0.7209086777015673,-4.324938471854562,0.3002242377189283,-6.722718549041343,-0.3756877807716934,6.931998104608996
5495,1,0,0,0,-0.8702409464784621,1,0,1,0,0,0,2,0,0,0,1,2,0.3020584441112687,-0.5991817381900293,1,0,-2.6533123972404984,-0.2025113587186641,0.34420761455631294,-0.0073508248964813516,0.011659801469594108,0.003319565195544781,0.5848470095453846,3.8389203584574605,0.3461594086214577,-1.4635231948895773,0.11130336484698211,1.3181606331975386,-1.498453534242968,-0.5628089376857903,1.6638807601578915
5496,1,0,1,1,0.4328106925625092,1,2,2,1,1,1,1,1,1,2,0,3,-1.3464441800535252,-0.5322012730961607,0,2,0.23132802152996604,1.7027536519912059,-1.0589073482092204,0.014985079234426346,-0.00212498356965553,0.012797678149168493,5.007436919133415,2.586731491601838,-2.071412073284114,-0.6434449997456237,1.233119626295312,-0.6537200609572749,4.0419605663163445,2.8730864487399748,-2.188713386927266
5497,1,0,1,1,0.6771328748826912,0,1,0,0,2,0,0,2,2,1,1,0,-0.4307940329619915,0.11389308795761498,1,3,1.559217307166518,-0.3846175699309238,0.8797239598881844,-0.008334728028009572,-0.009124331210093735,-0.00482129245191537,4.447899494467892,-0.748193235539188,0.43693815929712987,-0.3420061807309435,-8.458870418210743,-0.7643383042232055,-12.243419052308365,4.177832017357239,15.24783384968349
5498,0,1,1,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,0,2,-0.6235624849812617,-0.9878406333705022,1,0,-3.322793071223381,-0.10037887999289724,0.9728111335591765,-0.014772080330947013,0.01236248451687872,0.006203062253869667,-0.4266431305607077,4.1445968946699985,0.11614582501780199,0.26003893722948057,-2.5054807139743294,0.6713706904596936,-3.5974197984290894,-0.7437603307065872,2.6212726439510305
5499,1,1,0,0,-0.7073594915983407,1,0,1,0,0,0,0,0,2,0,1,2,0.4865179111297088,-0.4976955160290163,1,1,-1.8697328097797514,-1.03224798923335,0.04222994824563263,-0.004716431795364208,0.011302463424503466,-0.005569912723920276,1.5114447435514349,3.1829035084274495,1.551023872689122,-2.0192151463451626,-3.0989853143512804,0.05384863905491824,-7.077163534827996,4.582888146718593,6.360979614029719
5500,1,0,1,1,1.1250568758030248,1,0,0,2,2,2,0,0,0,2,0,0,-0.14164135493308594,0.6230682517430411,0,3,2.0847770388757603,1.670928486633155,1.7067842401530324,-0.012692248121217085,-0.01990778792826448,0.013032418730852266,4.604844694805831,-1.6093664247874104,-2.600183829021183,2.212978626733662,-3.4484421777924883,-3.072385643166075,-2.5052745570600456,1.2621179883092983,7.315910458847347
5501,1,0,0,0,-0.6259187641582801,0,1,0,0,0,0,0,0,0,0,0,1,-1.3181936310507012,-0.8391325210197118,0,1,-2.1767999922780072,0.37386069175674114,1.9238225997519358,-0.0227334918775993,0.0025821188280371428,0.009568130196531601,0.18410874539810815,2.446733157694307,-0.723511208117377,1.0527036391659312,-0.7162312326145752,0.16522206663615607,-1.8672160847444448,-0.9390658568813633,-0.8294119868587012
5502,1,1,1,0,-0.6666391278783103,1,0,1,0,0,0,0,0,0,0,1,0,0.23392476710445775,-0.4925295869479466,1,1,-1.7317851951350542,-0.5965529225958495,2.1229635015682757,-0.02620054037455055,0.0024853046363351623,0.0007316992635400705,0.5618013460382043,1.875408549524518,0.6082886764660754,0.3526039451178897,-6.668015308213349,-0.07579660723144105,-11.433938901041975,1.3571543461248674,10.93800610799347
5503,1,0,1,1,0.10704778280226633,1,0,2,1,1,1,1,1,1,1,0,0,-1.4860351280674795,-0.6784368040064392,0,2,0.030373549779850354,1.9903422551424086,0.5004456400625786,-0.0015638233907759134,-0.007220677405229661,0.01771359210407801,3.336548604097245,1.2769707139753281,-2.8151238967056034,0.27328037198518335,0.8748190292074671,-0.5683558019526371,3.9302566528364684,1.153752814884067,-1.8931181178423295
5504,1,1,1,0,0.4735310562825394,1,2,1,0,2,0,0,0,2,1,0,3,0.7856413711596109,0.719521004543012,1,2,0.5289011011207286,-1.12612402709003,-0.316440655343874,0.0019151249195751405,0.0016737092472364256,-0.011014262379616203,4.496499160801973,1.3818520226084274,1.7626267732892937,-3.6669281518438552,-4.799413110785846,-0.6745019079450594,-9.56588022145489,8.497060456121469,10.498382273985534
5505,0,0,1,1,-0.8295205827584317,0,1,0,0,0,0,2,0,0,1,0,1,-1.1470285400335904,-0.8452918980009871,0,0,-2.196086411612453,0.9254192196796827,1.2525184019618167,-0.014452516213075053,0.003431377153697153,0.013436956528641564,0.377117906187276,2.732900560545143,-1.4212126948219452,-0.3539076281376044,-0.9146565091141764,-0.050611427367421385,1.3848302801795687,-2.0419274943892933,-0.31680408744297095
5506,1,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.4810497370669808,-0.999232169292861,0,0,-2.822153587006403,1.2811201682003999,-1.5940284935087126,0.016224288454462173,0.014934939399968258,0.013747153119901845,1.6872311981009172,5.403113374442728,-1.4174936982344009,-1.4519898679448104,6.083594129589995,0.3563137422814442,8.809024379562812,0.2415327229560782,-9.063373086372554
5507,0,0,0,0,-0.1779947632379461,1,0,0,2,2,0,2,0,0,1,1,2,-0.1615829189350795,-0.27754746134343394,0,2,-0.21104956524961507,1.4372222034716722,0.6158828780621269,-0.004164850395771464,-0.004992938108245471,0.013537109482827974,3.2479137312608137,1.6434475028437991,-2.0108176826593063,-0.6078184466776121,-0.17969741157472552,-0.49503086838419635,1.7144993379731381,-2.1727826268964363,4.1695051042132105
5508,1,0,1,0,1.5322605130033284,1,2,2,1,1,1,1,1,1,2,0,0,-1.3165318340505352,-0.151202965057274,0,4,2.6141805599511367,1.8256846038295331,1.1215008152080763,-0.005427186630208646,-0.020808012660279866,0.012658011941443212,6.006952316928483,-1.2657767641995368,-2.661605308661609,0.7283361551850732,-2.585979427422245,-1.4282956551301402,-2.482175005862869,1.1124565181525965,3.1116282697630067
5509,0,0,0,1,-1.1145631287986442,1,0,0,0,0,0,0,0,0,0,0,3,-0.6235624849812617,-0.9102633906744396,1,0,-3.486081637783739,0.10691696558737368,0.34822857997026185,-0.00782318483531668,0.014656638910166822,0.007425745077571664,-0.23758258194611753,4.699438616115245,-0.07126813107492812,-0.20636442630073798,1.1895068925417898,1.4906962403569328,3.187757305112555,0.12703303586698594,-2.4886122107658024
5510,1,0,0,0,-0.5851984004382496,1,0,1,0,2,2,0,2,2,0,0,1,1.2143849972024705,-0.2157550019506396,0,1,-0.33840056453435835,-1.352013932958132,-1.1330370259860476,0.00924773162449849,0.009042675603125582,-0.012549958493530576,3.0741826183998513,1.7559016469602302,2.0772302211084774,-3.69114839845877,0.7069603015475091,-0.44109869033461924,-2.2465170396500547,5.681742062030167,3.4822436994840626
5511,1,0,1,0,1.5322605130033284,1,2,0,2,0,0,2,2,2,2,1,1,0.4050898581215687,1.3274669662288892,0,4,3.601960994908105,-0.003136588950728417,0.1927367877859568,0.00231961041918113,-0.01729231509593932,-0.00600825400071751,7.042939385742654,-2.2010686200629173,-0.004897993047557141,-1.6049600662356247,-7.071803063864562,-2.840422128290395,-11.189575474728304,2.9574485969757656,11.706247913227438
5512,0,0,1,1,-0.9516816739185228,1,2,0,0,2,0,0,0,0,0,1,3,-0.31446824295036285,-0.7868550848488876,0,0,-2.4807366771379704,-0.632304344226784,0.4832318955898188,-0.00946814546504086,0.0115582122516182,-0.0004819546651429448,1.2494182155061626,4.1195281426304655,1.0150887220924805,-2.039348063191616,-2.405833355339015,1.0960145326235118,-2.803678461398069,2.8888763723713264,7.061336379376566
5513,0,1,0,0,1.4100994218432374,1,0,1,2,2,0,2,2,0,2,1,0,0.9202469281730667,1.7032331153266926,0,4,3.5450988734221474,0.8046946000431446,0.9896721314131468,-0.00481784850618896,-0.021900571565728784,0.0021002237278027755,6.2647663904585675,-2.857428902387654,-1.3128621327386891,-1.159530365893361,-5.935712308967363,-5.011653593318116,-7.133424781129408,2.1720263498332892,13.60819902522076
5514,0,0,0,0,-1.2774445836787656,1,0,0,2,0,0,0,0,0,0,1,0,-0.5421344319731216,-0.9867588789902784,0,0,-2.6597805404324775,0.27963162906734795,2.0629509935274792,-0.025010937644308773,0.0046016113150656665,0.009783784315180316,-0.4645846570396519,2.7447911784310923,-0.6244809177607166,1.0071139464240977,-4.6444234772573045,-1.05330832989881,-6.0470939047345516,-3.161332286051472,7.066826304211557
5515,0,0,1,1,-0.5851984004382496,1,0,2,1,1,1,1,1,1,2,0,3,-1.5093002860698053,-0.8716072290464357,0,1,-1.300173458597032,2.269576480890351,-1.5617547937138903,0.019626640571652004,0.005108627697931434,0.019643382938623607,3.2947411529108637,3.9955923595969605,-2.8343370667469387,-0.43065631283343425,4.037160791496097,-0.5096307552809101,10.090822778281245,-0.21385264796735148,-6.284244388109483
5516,1,0,0,0,-1.1552834925186746,1,2,0,0,0,0,0,0,0,0,0,1,-0.4324558299621575,-0.9193589581163231,1,0,-2.7467726819705183,-0.9398974007299964,1.8021530628340319,-0.02462732140451966,0.00918971425509727,-0.0008913627863099353,-0.10435752897572839,3.2421615163447366,1.1931086381740912,-0.48767422167707897,-3.9286617923551828,0.797762224238631,-8.106859934352954,0.4599564991776951,4.8507054566354215
5517,1,1,1,1,1.5729808767233588,1,0,1,2,2,2,0,0,0,1,1,0,0.7291402731539627,1.7202321127302125,0,4,3.208749950046286,0.758437857136625,1.7652056156667273,-0.013699214640214542,-0.02282841400745582,0.0033288781450098556,5.7941584837430185,-2.7056690669985923,-1.3233423334635495,0.863214613212413,-6.688710081187392,-4.226663141548591,-8.242403375113085,5.13350991362591,14.384450230177004
5518,1,0,1,1,-0.0965540357978854,1,2,1,2,2,0,0,2,0,0,1,2,0.9850570111795456,0.245226900364808,1,2,0.40506052468679177,-1.0535710161530096,0.1973346066426716,-0.0036531161044051756,0.000320294702585746,-0.00948429947537102,4.394960651237876,1.4789061021562322,1.614928638019889,-1.8328922268183925,-9.27598246756854,0.5214451852676258,-14.280288694108908,5.17027968390394,18.350838578369107
5519,1,0,1,0,-1.2774445836787656,1,0,0,2,0,2,0,0,0,0,0,3,-0.3011738669490337,-0.9835577690896156,0,0,-2.795175228628511,0.5961756606156118,-0.3535211328461686,0.001542264276410378,0.012495979589480455,0.009486312157821569,0.9765467199004194,4.56454623760129,-0.6509859699484326,1.0184679535074272,0.978927088775806,0.6113919993479682,0.7999818889243997,-1.7932611879815263,-1.7540896782520978
5520,0,0,0,0,0.9214550572028734,1,2,1,2,0,2,0,0,0,1,1,1,0.6477122201458225,1.0184163627848994,0,3,1.7584178393240013,-0.15618978863017807,1.396929164870049,-0.013242296993803448,-0.012403966710995515,-0.002508740558376088,4.627266382550022,-0.984388155781465,0.071404320246254,0.3493911963998918,-6.609596672160328,-3.0994921036583536,-9.376070253703045,0.7916120024984841,11.40915577047404
5521,1,0,0,0,1.0843365120829946,1,0,0,0,0,2,2,2,0,0,1,2,-0.0037122039192975615,0.6411710801467894,0,3,1.130446512925365,0.18957684956970924,-0.33117993816262425,0.005322772418320136,-0.004627488115127529,-0.0007751507026842946,4.460902955688158,0.2085559932328404,-0.20654170133937663,0.04878357913066808,2.4111130403660166,-1.027561516683549,2.209675980656084,0.04919752911778197,-1.9642139574596282
5522,0,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,1,3,0.17908546609897602,-0.9771776259082944,1,0,-3.474865871784919,-0.48192663382749973,0.12627661939466386,-0.006537232273054224,0.01694800305851484,0.0020507731193734986,0.0010522872315159406,4.896399770370657,0.8100924717388408,-0.6858026984171596,-0.8286096501668008,1.7033772871649846,-1.7928827467901824,-0.818703731601773,2.8016658695821017
5523,0,0,1,0,-1.0331224013585834,1,0,1,0,0,0,0,0,0,0,1,0,0.14751132309581955,-0.7972973261110498,0,0,-2.562776378593412,-0.4865305069498163,1.913841939625292,-0.024747771312818613,0.0067316924696508,0.0028357327792455584,-0.45554553211316023,2.5532707536158377,0.46126060246830897,-0.4757895013362061,-3.706614870379897,0.38134840422208993,-5.797010347425493,-0.7712275556538739,6.726370443244935
5524,1,0,1,1,0.5142514200025698,1,0,0,2,0,0,2,0,0,2,0,0,-0.33607160395252245,0.11939016633875307,0,2,0.609126542274423,1.8599667607413308,1.8984205266497074,-0.01620715138078423,-0.014242455190254733,0.017470109098077648,2.9598189736028373,-0.30549859808828395,-2.8829078871623617,1.064600166529317,-2.4484553316121818,-1.8122605518147452,-0.8582235239717049,-0.7615630057438834,2.9033713332159614
5525,0,0,1,1,0.8807346934828431,1,2,2,1,1,1,1,1,1,1,1,0,-1.329826210051864,-0.4155484129920074,0,3,1.4436882520186918,1.236862017698248,1.0097556535565502,-0.006785146554581842,-0.013426676608621816,0.009481079832356512,4.890382115196716,-0.06018712545003206,-1.7927771356080249,-0.14486033890723213,-4.526145319394927,-1.0604793227811513,-3.199569696855599,1.419200535064762,7.171996237714038
