,OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,YearBuilt,1stFlrSF,YearRemod/Add,GarageYrBlt,FullBath,TotRmsAbvGrd,Fireplaces,MasVnrArea,BsmtFinSF1,LotFrontage,WoodDeckSF,OpenPorchSF,HalfBath,BsmtFullBath,2ndFlrSF,LotArea,BsmtUnfSF,BedroomAbvGr,ScreenPorch,PoolArea,3SsnPorch,BsmtFinSF2,MiscVal,BsmtHalfBath,Order,YrSold,LowQualFinSF,OverallCond,KitchenAbvGr,EnclosedPorch
2300,5,1178,2.0,502.0,1090.0,1976,1178,2003,1976.0,1,6,0,0.0,1090.0,0.0,0,44,1,1.0,0,11000,0.0,3,88,0,0,0.0,0,0.0,2301,2007,0,6,1,0
2301,5,816,1.0,264.0,816.0,1982,816,1982,1982.0,1,5,0,0.0,546.0,76.0,168,0,0,0.0,0,8314,270.0,2,0,0,0,0.0,0,0.0,2302,2007,0,7,1,0
2302,5,816,1.0,264.0,816.0,1983,816,1983,1983.0,1,4,0,0.0,596.0,65.0,330,0,0,1.0,0,11625,220.0,2,0,0,0,0.0,0,0.0,2303,2007,0,7,1,0
2303,5,974,0.0,0.0,974.0,1991,974,1992,0.0,1,5,0,0.0,212.0,63.0,0,28,0,0.0,0,10712,762.0,3,0,0,0,0.0,0,0.0,2304,2007,0,5,1,0
2304,5,887,1.0,288.0,864.0,1984,887,1984,1984.0,1,5,0,0.0,516.0,62.0,140,0,0,0.0,0,10447,348.0,3,0,0,0,0.0,0,1.0,2305,2007,0,6,1,0
2305,6,1293,2.0,452.0,1178.0,1954,1293,1954,1954.0,2,5,0,28.0,468.0,0.0,280,0,0,1.0,0,11027,171.0,2,0,0,0,539.0,0,0.0,2306,2006,0,5,1,0
2306,6,1024,1.0,313.0,1008.0,1956,1024,1956,1956.0,1,5,2,244.0,773.0,85.0,0,0,0,1.0,0,10533,235.0,2,280,0,0,0.0,0,0.0,2307,2006,0,6,1,0
2307,5,1797,3.0,963.0,1617.0,1957,1797,1957,1957.0,1,7,1,302.0,1127.0,0.0,0,0,1,0.0,0,11765,490.0,3,0,0,0,0.0,0,0.0,2308,2006,0,5,1,0
2308,6,1390,2.0,550.0,1705.0,1957,1390,1957,1957.0,1,4,2,902.0,1110.0,0.0,0,189,1,1.0,0,39384,595.0,1,0,0,0,0.0,0,0.0,2309,2006,0,6,1,0
2309,7,1851,2.0,506.0,1851.0,1969,1851,1969,1969.0,2,8,1,434.0,0.0,90.0,0,146,0,0.0,0,11727,1851.0,3,0,0,0,0.0,0,0.0,2310,2006,0,6,1,0
2310,6,1525,2.0,400.0,813.0,1997,813,1998,1997.0,2,6,1,0.0,700.0,60.0,421,72,1,1.0,712,8238,113.0,3,0,0,0,0.0,0,0.0,2311,2006,0,5,1,0
2311,7,2236,2.0,642.0,964.0,1997,993,1997,1997.0,2,8,1,285.0,0.0,0.0,0,0,1,0.0,1243,13006,964.0,4,0,0,0,0.0,0,0.0,2312,2006,0,5,1,0
2312,6,1671,2.0,423.0,781.0,1995,781,1995,1995.0,2,7,1,0.0,0.0,0.0,0,84,1,0.0,890,13041,781.0,3,0,0,0,0.0,0,0.0,2313,2006,0,5,1,0
2313,6,1498,2.0,409.0,691.0,1995,691,1996,1995.0,2,6,1,0.0,592.0,0.0,315,44,1,0.0,807,13031,99.0,3,0,0,0,0.0,0,0.0,2314,2006,0,5,1,0
2314,6,1776,2.0,443.0,821.0,1996,821,1996,1996.0,2,7,1,0.0,0.0,54.0,286,116,1,0.0,955,9783,821.0,3,0,0,0,0.0,0,0.0,2315,2006,0,5,1,0
2315,6,1511,2.0,413.0,802.0,1997,802,1997,1997.0,2,8,1,0.0,714.0,70.0,95,75,1,1.0,709,11207,88.0,3,0,0,0,0.0,0,0.0,2316,2006,0,5,1,0
2316,7,2462,2.0,576.0,1392.0,2005,1392,2006,2006.0,2,9,1,456.0,57.0,134.0,239,132,1,1.0,1070,19378,1335.0,4,0,0,168,0.0,0,0.0,2317,2006,0,5,1,0
2317,7,1670,3.0,690.0,1670.0,2006,1670,2006,2006.0,2,7,1,27.0,0.0,50.0,144,60,0,0.0,0,14859,1670.0,3,0,0,0,0.0,0,0.0,2318,2006,0,5,1,0
2318,8,2064,2.0,527.0,1074.0,2005,1074,2005,2005.0,2,7,1,216.0,0.0,50.0,0,119,1,0.0,990,13128,1074.0,4,0,0,0,0.0,0,0.0,2319,2006,0,5,1,0
2319,8,1801,3.0,800.0,893.0,2005,901,2005,2005.0,2,8,1,0.0,0.0,72.0,0,116,1,0.0,900,10463,893.0,3,0,0,0,0.0,0,0.0,2320,2006,0,5,1,0
2320,7,2212,3.0,773.0,1700.0,2005,1700,2006,2006.0,2,9,1,248.0,60.0,42.0,237,38,1,1.0,512,13751,1640.0,3,115,0,0,0.0,0,0.0,2321,2006,0,5,1,0
2321,7,2021,2.0,422.0,868.0,2006,887,2006,2006.0,2,9,1,0.0,0.0,168.0,0,100,1,0.0,1134,23257,868.0,3,0,0,0,0.0,0,0.0,2322,2006,0,5,1,0
2322,8,2687,2.0,618.0,2062.0,1994,2079,1994,1994.0,2,9,0,0.0,0.0,68.0,168,12,1,0.0,608,13108,2062.0,4,0,0,0,0.0,0,0.0,2323,2006,0,5,1,0
2323,6,1169,2.0,402.0,1160.0,1993,1169,1994,1993.0,2,6,1,112.0,705.0,0.0,0,26,0,0.0,0,8076,455.0,3,144,0,0,0.0,0,1.0,2324,2006,0,6,1,0
2324,6,1501,2.0,420.0,697.0,1993,697,1994,1993.0,2,6,1,112.0,518.0,0.0,190,63,1,0.0,804,7685,179.0,3,0,0,0,0.0,0,0.0,2325,2006,0,5,1,0
2325,7,1632,2.0,462.0,935.0,1998,955,1998,1998.0,2,8,1,0.0,0.0,63.0,0,28,1,0.0,677,9084,935.0,3,0,0,0,0.0,0,0.0,2326,2006,0,5,1,0
2326,8,1204,2.0,461.0,1191.0,1987,1204,1987,1987.0,2,5,0,0.0,0.0,30.0,120,70,0,0.0,0,3701,1191.0,2,0,0,0,0.0,0,0.0,2327,2006,0,5,1,0
2327,7,1767,2.0,504.0,1064.0,1987,1064,1987,1987.0,2,5,1,0.0,495.0,44.0,441,35,0,1.0,703,5306,354.0,2,0,0,0,215.0,0,0.0,2328,2006,0,7,1,0
2328,8,1742,2.0,564.0,1742.0,1985,1742,1985,1985.0,2,5,1,0.0,1148.0,0.0,114,28,0,1.0,0,6563,594.0,2,0,0,0,0.0,0,0.0,2329,2006,0,5,1,234
2329,9,2798,3.0,670.0,1398.0,2005,1414,2006,2005.0,3,11,1,600.0,1218.0,59.0,182,37,1,1.0,1384,16023,180.0,3,0,0,0,0.0,0,0.0,2330,2006,0,5,1,0
2330,10,3390,3.0,758.0,1528.0,2006,1528,2006,2006.0,3,10,1,662.0,0.0,60.0,204,34,1,0.0,1862,18062,1528.0,5,0,0,0,0.0,0,0.0,2331,2006,0,5,1,0
2331,9,2473,3.0,675.0,1094.0,2006,1102,2006,2006.0,2,11,1,184.0,205.0,63.0,246,39,1,0.0,1371,12292,889.0,4,0,0,0,0.0,0,0.0,2332,2006,0,5,1,0
2332,9,2868,3.0,716.0,1992.0,2005,1992,2006,2005.0,3,11,1,208.0,240.0,85.0,214,108,1,0.0,876,16056,1752.0,4,0,0,0,0.0,0,0.0,2333,2006,0,5,1,0
2333,8,2576,3.0,666.0,1234.0,2006,1264,2006,2006.0,2,10,1,466.0,0.0,82.0,324,100,1,0.0,1312,12438,1234.0,4,0,0,0,0.0,0,0.0,2334,2006,0,5,1,0
2334,10,2698,3.0,736.0,1850.0,2006,1850,2006,2006.0,2,11,1,734.0,1206.0,82.0,250,0,1,1.0,848,16052,644.0,4,0,0,0,0.0,0,0.0,2335,2006,0,5,1,0
2335,9,2795,3.0,660.0,1390.0,2005,1390,2006,2005.0,3,10,1,550.0,0.0,92.0,272,102,1,0.0,1405,15922,1390.0,4,0,0,0,0.0,0,0.0,2336,2006,0,5,1,0
2336,10,2945,3.0,641.0,1410.0,2006,1426,2006,2006.0,3,10,1,1031.0,0.0,66.0,192,0,1,0.0,1519,13682,1410.0,3,0,0,0,0.0,0,0.0,2337,2006,0,5,1,37
2337,5,2320,2.0,672.0,0.0,1948,1547,1950,1979.0,2,7,1,0.0,0.0,0.0,120,144,0,0.0,720,14762,0.0,2,0,0,0,0.0,0,0.0,2338,2006,53,6,1,0
2338,5,1056,2.0,572.0,1056.0,1955,1056,1955,1955.0,1,5,0,0.0,1056.0,100.0,264,0,0,1.0,0,34650,0.0,3,0,0,0,0.0,0,0.0,2339,2006,0,5,1,0
2339,9,1714,2.0,517.0,1714.0,2005,1714,2005,2005.0,2,7,1,230.0,1191.0,60.0,156,55,0,1.0,0,8147,523.0,2,0,0,0,0.0,0,0.0,2340,2006,0,5,1,0
2340,8,1826,3.0,758.0,1814.0,2005,1826,2006,2005.0,2,7,1,238.0,1422.0,69.0,180,75,0,1.0,0,11302,392.0,3,120,0,0,0.0,0,0.0,2341,2006,0,5,1,0
2341,9,2000,3.0,722.0,1910.0,2005,2000,2005,2005.0,2,8,2,420.0,1416.0,90.0,351,102,1,1.0,0,18261,494.0,3,123,0,0,0.0,0,0.0,2342,2006,0,5,1,0
2342,7,1621,2.0,440.0,1208.0,1984,1621,1998,1984.0,2,8,0,0.0,213.0,91.0,108,45,0,1.0,0,14145,995.0,3,0,0,0,0.0,400,0.0,2343,2006,0,7,1,0
2343,7,2183,3.0,786.0,1204.0,1988,1377,1988,1988.0,2,9,0,178.0,1002.0,0.0,0,0,1,0.0,806,13837,0.0,4,0,0,0,202.0,0,0.0,2344,2006,0,5,1,0
2344,7,2263,2.0,539.0,795.0,1977,1468,1994,1977.0,2,9,1,34.0,795.0,0.0,0,250,1,1.0,795,16659,0.0,3,0,0,0,0.0,0,0.0,2345,2006,0,7,1,0
2345,6,1574,2.0,566.0,796.0,1976,790,1976,1976.0,2,6,1,120.0,712.0,0.0,306,111,1,1.0,784,18800,84.0,3,0,0,0,0.0,0,0.0,2346,2006,0,5,1,0
2346,6,1102,2.0,582.0,988.0,1980,1102,1980,1980.0,1,5,1,130.0,850.0,0.0,140,22,0,1.0,0,10464,138.0,2,0,0,0,0.0,0,0.0,2347,2006,0,6,1,0
2347,7,1872,2.0,604.0,1845.0,1988,1872,1988,1988.0,2,6,1,102.0,929.0,80.0,197,39,0,0.0,0,10400,916.0,3,0,0,0,0.0,0,1.0,2348,2006,0,5,1,0
2348,7,1857,2.0,482.0,945.0,1978,945,1978,1978.0,2,8,1,68.0,0.0,81.0,400,105,1,0.0,912,10530,945.0,4,0,0,0,0.0,0,0.0,2349,2006,0,5,1,0
2349,6,1686,2.0,612.0,1686.0,1980,1686,1980,1980.0,2,7,1,157.0,625.0,79.0,384,131,0,1.0,0,10240,0.0,3,0,0,0,1061.0,0,0.0,2350,2006,0,6,1,0
2350,7,2784,2.0,564.0,1392.0,1978,1392,1978,1978.0,3,12,2,184.0,790.0,80.0,0,112,1,1.0,1392,16692,133.0,5,440,519,0,469.0,2000,0.0,2351,2006,0,5,1,0
2351,6,1552,2.0,434.0,713.0,1975,811,1975,1975.0,2,6,1,0.0,550.0,85.0,209,208,1,1.0,741,11475,163.0,3,0,0,0,0.0,0,0.0,2352,2006,0,6,1,0
2352,7,1083,2.0,596.0,1047.0,1976,1083,1976,1976.0,1,5,1,252.0,1005.0,0.0,444,0,0,1.0,0,9927,42.0,2,0,0,0,0.0,0,0.0,2353,2006,0,5,1,40
2353,7,2318,2.0,541.0,960.0,2005,960,2006,2005.0,2,8,1,0.0,788.0,75.0,0,246,1,1.0,1358,9512,172.0,3,0,0,0,0.0,0,0.0,2354,2006,0,5,1,0
2354,6,1875,2.0,485.0,675.0,1975,1109,2000,1975.0,3,8,1,248.0,548.0,81.0,48,28,0,0.0,766,10530,127.0,3,0,0,0,0.0,0,0.0,2355,2006,0,6,1,0
2355,5,1074,2.0,495.0,1056.0,1975,1074,1975,1975.0,1,6,0,0.0,788.0,78.0,0,88,1,1.0,0,10140,268.0,3,0,0,0,0.0,0,0.0,2356,2006,0,6,1,0
2356,7,1664,2.0,528.0,832.0,1976,832,1976,1976.0,2,8,1,0.0,194.0,78.0,0,28,1,0.0,832,10140,638.0,4,259,0,0,0.0,0,0.0,2357,2006,0,5,1,0
2357,6,1309,2.0,484.0,1040.0,1974,1309,1999,1974.0,1,5,1,99.0,663.0,78.0,265,0,1,1.0,0,10140,0.0,3,0,648,0,377.0,0,0.0,2358,2006,0,6,1,0
2358,6,1103,2.0,462.0,1103.0,1974,1103,1974,1974.0,2,6,0,176.0,755.0,80.0,295,84,0,0.0,0,10000,348.0,3,0,0,0,0.0,0,0.0,2359,2006,0,6,1,0
2359,5,1096,1.0,299.0,1096.0,1969,1096,1969,1969.0,1,6,0,0.0,75.0,0.0,240,32,0,1.0,0,15870,230.0,3,0,0,0,791.0,0,0.0,2360,2006,0,5,1,0
2360,4,864,1.0,280.0,864.0,1970,864,1970,1972.0,1,5,0,0.0,0.0,71.0,0,0,0,0.0,0,9353,864.0,3,0,0,0,0.0,0,0.0,2361,2006,0,5,1,0
2361,4,858,0.0,0.0,858.0,1971,858,1971,0.0,1,5,0,0.0,614.0,0.0,0,0,0,0.0,0,8125,244.0,3,0,0,0,0.0,0,0.0,2362,2006,0,4,1,0
2362,4,874,2.0,576.0,864.0,1971,874,1971,1995.0,1,5,0,0.0,20.0,60.0,63,0,0,0.0,0,7200,224.0,3,0,0,0,620.0,0,1.0,2363,2006,0,4,1,0
2363,6,1419,2.0,543.0,1487.0,2002,1419,2002,2002.0,2,4,0,0.0,951.0,26.0,196,68,0,1.0,0,8773,536.0,2,0,0,0,0.0,0,0.0,2364,2006,0,5,1,0
2364,6,1092,2.0,440.0,525.0,1973,525,1973,1973.0,1,6,0,514.0,0.0,24.0,0,0,1,0.0,567,2760,525.0,3,0,0,0,0.0,0,0.0,2365,2006,0,5,1,0
2365,5,1365,2.0,440.0,765.0,1973,765,1973,1973.0,1,7,1,200.0,402.0,24.0,0,36,1,0.0,600,2160,363.0,3,0,0,0,0.0,0,0.0,2366,2006,0,6,1,0
2366,6,987,1.0,264.0,483.0,1973,483,1973,1973.0,1,5,0,408.0,309.0,21.0,72,0,1,0.0,504,1953,174.0,2,0,0,0,0.0,0,0.0,2367,2006,0,5,1,0
2367,6,1030,1.0,264.0,494.0,1972,494,1972,1973.0,1,6,0,380.0,282.0,21.0,0,0,1,0.0,536,1890,212.0,3,0,0,0,0.0,0,0.0,2368,2006,0,7,1,0
2368,6,1218,0.0,0.0,672.0,1971,672,1971,0.0,1,7,0,236.0,0.0,21.0,201,0,1,0.0,546,1680,672.0,3,0,0,0,0.0,0,0.0,2369,2006,0,5,1,0
2369,6,1218,1.0,264.0,672.0,1972,672,1972,1972.0,1,7,0,281.0,317.0,21.0,0,28,1,0.0,546,1680,355.0,3,0,0,0,0.0,0,1.0,2370,2006,0,7,1,0
2370,6,948,1.0,264.0,483.0,1972,483,1972,1972.0,1,5,0,504.0,276.0,21.0,0,0,1,0.0,465,1680,207.0,2,0,0,0,0.0,0,0.0,2371,2006,0,5,1,0
2371,6,1092,1.0,264.0,525.0,1972,525,1972,1972.0,1,6,0,504.0,382.0,21.0,352,0,1,0.0,567,1680,143.0,3,0,0,0,0.0,0,0.0,2372,2006,0,5,1,0
2372,6,987,1.0,288.0,483.0,1972,483,1972,1972.0,1,5,1,297.0,0.0,21.0,0,0,1,0.0,504,1680,483.0,2,0,0,0,0.0,0,0.0,2373,2006,0,5,1,0
2373,6,1069,2.0,440.0,1069.0,1975,1069,1975,1975.0,2,4,1,0.0,727.0,53.0,0,55,0,0.0,0,4043,186.0,2,225,0,0,156.0,0,1.0,2374,2006,0,5,1,0
2374,5,1387,1.0,300.0,943.0,1967,1387,1975,1974.0,1,6,1,0.0,373.0,65.0,0,0,0,1.0,0,7514,462.0,3,0,0,0,108.0,0,0.0,2375,2006,0,7,1,240
2375,5,900,1.0,288.0,864.0,1967,900,1967,1967.0,1,6,1,0.0,769.0,68.0,175,144,0,1.0,0,7838,95.0,3,0,0,0,0.0,0,0.0,2376,2006,0,5,1,0
2376,7,1055,1.0,319.0,1055.0,1976,1055,1976,1976.0,2,4,0,0.0,120.0,24.0,0,29,0,1.0,0,2280,443.0,2,0,0,0,492.0,0,0.0,2377,2006,0,7,1,0
2377,6,1456,2.0,460.0,855.0,1976,855,1976,1976.0,2,6,1,0.0,70.0,24.0,0,28,1,0.0,601,2179,785.0,3,0,0,0,0.0,0,0.0,2378,2006,0,5,1,0
2378,9,1980,3.0,770.0,1980.0,2004,1980,2005,2004.0,2,8,1,66.0,1447.0,129.0,194,45,0,1.0,0,16737,533.0,3,0,0,0,0.0,0,0.0,2379,2006,0,5,1,0
2379,9,2589,3.0,831.0,1738.0,2006,1738,2006,2006.0,2,11,1,215.0,1369.0,72.0,0,0,1,1.0,851,16387,369.0,4,0,0,0,0.0,0,0.0,2380,2006,0,5,1,0
2380,9,2596,3.0,840.0,1249.0,2006,1249,2006,2006.0,3,9,0,370.0,0.0,111.0,240,154,1,0.0,1347,16259,1249.0,4,0,0,0,0.0,0,0.0,2381,2006,0,5,1,0
2381,8,1618,3.0,880.0,1618.0,2004,1618,2004,2004.0,2,6,1,232.0,0.0,110.0,0,0,0,0.0,0,16163,1618.0,2,0,0,0,0.0,0,0.0,2382,2006,0,5,1,0
2382,10,2076,3.0,850.0,2076.0,2006,2076,2006,2006.0,2,7,1,0.0,1386.0,107.0,216,229,1,1.0,0,13891,690.0,2,0,0,0,0.0,0,0.0,2383,2006,0,5,1,0
2383,7,1740,3.0,874.0,1721.0,2006,1740,2006,2006.0,2,8,0,206.0,0.0,108.0,0,43,0,0.0,0,12228,1721.0,4,0,0,0,0.0,0,0.0,2384,2006,0,5,1,0
2384,9,1868,3.0,1085.0,1868.0,2005,1868,2005,2005.0,2,7,1,568.0,1505.0,120.0,354,56,0,1.0,0,14780,363.0,2,156,0,0,0.0,0,0.0,2385,2006,0,5,1,0
2385,9,1850,3.0,772.0,1833.0,2004,1850,2005,2004.0,2,8,1,378.0,1261.0,98.0,519,112,0,1.0,0,16033,572.0,3,0,0,0,0.0,0,0.0,2386,2006,0,5,1,0
2386,8,2376,3.0,853.0,1158.0,2005,1158,2006,2005.0,3,9,1,380.0,0.0,101.0,240,154,1,0.0,1218,14215,1158.0,4,0,0,0,0.0,0,0.0,2387,2006,0,5,1,0
2387,8,2452,3.0,691.0,1117.0,2004,1132,2005,2004.0,3,9,1,132.0,0.0,108.0,113,32,1,0.0,1320,13418,1117.0,4,0,0,0,0.0,0,0.0,2388,2006,0,5,1,0
2388,9,2206,3.0,670.0,1090.0,2005,1117,2006,2005.0,2,10,1,525.0,0.0,120.0,148,95,1,0.0,1089,13975,1090.0,4,0,0,0,0.0,0,0.0,2389,2006,0,5,1,0
2389,8,2098,3.0,878.0,1030.0,2005,1038,2005,2005.0,2,8,1,178.0,0.0,80.0,192,52,1,0.0,1060,10240,1030.0,3,0,0,0,0.0,0,0.0,2390,2006,0,5,1,0
2390,9,2091,2.0,521.0,1606.0,2005,1625,2006,2005.0,2,8,1,385.0,1290.0,82.0,194,84,1,1.0,466,9942,316.0,3,0,0,0,0.0,0,0.0,2391,2006,0,5,1,0
2391,9,2324,3.0,736.0,1175.0,2005,1182,2006,2005.0,3,11,2,286.0,998.0,85.0,147,21,0,1.0,1142,11924,177.0,4,0,0,0,0.0,0,0.0,2392,2006,0,5,1,0
2392,8,2253,2.0,575.0,1209.0,2005,1209,2006,2005.0,2,8,1,0.0,0.0,103.0,243,142,1,0.0,1044,12867,1209.0,3,0,0,0,0.0,0,0.0,2393,2006,0,5,1,0
2393,8,2389,3.0,672.0,1054.0,2006,1054,2006,2006.0,2,10,1,0.0,0.0,82.0,176,64,1,0.0,1335,10672,1054.0,4,0,0,0,0.0,0,0.0,2394,2006,0,5,1,0
2394,8,2358,3.0,784.0,1524.0,2005,1544,2006,2005.0,2,10,1,142.0,880.0,82.0,120,34,1,1.0,814,11643,644.0,4,0,0,0,0.0,0,0.0,2395,2006,0,5,1,0
2395,9,1944,3.0,708.0,1896.0,2003,1944,2004,2003.0,2,8,3,0.0,1274.0,90.0,208,175,0,1.0,0,12378,622.0,3,0,0,0,0.0,0,0.0,2396,2006,0,5,1,0
2396,8,1970,3.0,753.0,1085.0,2006,1120,2006,2006.0,2,8,1,788.0,0.0,86.0,177,74,1,0.0,850,11065,1085.0,3,0,0,0,0.0,0,0.0,2397,2006,0,5,1,0
2397,9,1792,3.0,925.0,1792.0,2005,1792,2006,2005.0,2,6,1,430.0,1232.0,121.0,204,49,0,1.0,0,13758,560.0,2,0,0,0,0.0,0,0.0,2398,2006,0,5,1,0
2398,9,1780,3.0,816.0,1780.0,2004,1780,2005,2004.0,2,7,1,674.0,1383.0,131.0,144,68,0,1.0,0,14828,397.0,2,0,0,0,0.0,0,0.0,2399,2006,0,5,1,0
2399,9,1792,3.0,874.0,1792.0,2003,1792,2004,2003.0,2,6,1,562.0,1567.0,72.0,206,49,0,1.0,0,11846,225.0,2,0,0,0,0.0,0,0.0,2400,2006,0,5,1,0
2400,9,2728,3.0,706.0,1848.0,2005,1848,2006,2006.0,2,10,2,870.0,1410.0,56.0,0,0,1,1.0,880,20431,438.0,4,0,0,0,0.0,0,0.0,2401,2006,0,5,1,0
2401,8,1904,2.0,736.0,1058.0,2005,1058,2005,2003.0,2,8,1,280.0,546.0,74.0,179,60,1,1.0,846,10927,512.0,3,0,0,0,0.0,0,0.0,2402,2006,0,5,1,0
2402,8,1914,3.0,746.0,1420.0,2004,1426,2004,2004.0,2,9,1,112.0,994.0,0.0,168,127,1,1.0,488,13215,426.0,3,0,0,0,0.0,0,0.0,2403,2006,0,5,1,0
2403,7,1364,2.0,484.0,1364.0,2005,1364,2005,2005.0,2,6,1,240.0,659.0,43.0,192,36,0,1.0,0,7052,705.0,2,0,0,0,0.0,0,0.0,2404,2006,0,5,1,0
2404,9,1565,2.0,556.0,1560.0,2005,1565,2005,2005.0,2,6,1,278.0,472.0,48.0,196,56,0,1.0,0,5911,1088.0,2,0,0,0,0.0,0,0.0,2405,2006,0,5,1,0
2405,7,1368,2.0,474.0,1368.0,2005,1368,2006,2005.0,2,6,1,94.0,0.0,48.0,132,35,0,0.0,0,6955,1368.0,2,0,0,0,0.0,0,0.0,2406,2006,0,5,1,0
2406,7,1368,2.0,474.0,1368.0,2005,1368,2006,2005.0,2,6,1,94.0,0.0,40.0,132,35,0,0.0,0,6792,1368.0,2,0,0,0,0.0,0,0.0,2407,2006,0,5,1,0
2407,9,1686,3.0,899.0,1686.0,2006,1686,2006,2006.0,2,6,1,518.0,1023.0,61.0,266,100,0,1.0,0,7740,663.0,1,0,0,0,0.0,0,0.0,2408,2006,0,5,1,0
2408,9,1666,2.0,575.0,1666.0,2006,1666,2006,2006.0,2,6,1,572.0,415.0,48.0,228,75,0,1.0,0,6373,1251.0,2,0,0,0,0.0,0,0.0,2409,2006,0,5,1,0
2409,7,1405,2.0,478.0,1405.0,2003,1405,2003,2003.0,2,6,1,163.0,0.0,0.0,148,36,0,0.0,0,3136,1405.0,2,0,0,0,0.0,0,0.0,2410,2006,0,5,1,0
2410,6,1316,2.0,397.0,1316.0,2005,1316,2006,2005.0,2,6,1,0.0,28.0,65.0,100,0,0,0.0,0,10237,1288.0,3,0,0,23,0.0,0,0.0,2411,2006,0,5,1,0
2411,6,1456,2.0,390.0,728.0,2005,728,2006,2005.0,2,8,1,0.0,0.0,65.0,0,24,1,0.0,728,10237,728.0,3,0,0,0,0.0,0,0.0,2412,2006,0,5,1,0
2412,7,1492,2.0,440.0,738.0,2006,738,2006,2006.0,2,8,0,0.0,0.0,65.0,0,32,1,0.0,754,10237,738.0,3,0,0,0,0.0,0,0.0,2413,2006,0,5,1,0
2413,7,1496,2.0,426.0,654.0,2006,664,2006,2006.0,2,7,1,0.0,554.0,58.0,100,24,1,1.0,832,17104,100.0,3,0,0,0,0.0,0,0.0,2414,2006,0,5,1,0
2414,7,1863,3.0,660.0,879.0,2006,879,2006,2006.0,2,9,1,0.0,0.0,58.0,100,17,1,0.0,984,14054,879.0,4,0,0,0,0.0,0,0.0,2415,2006,0,5,1,0
2415,6,1326,2.0,427.0,1326.0,2006,1326,2006,2006.0,2,6,0,0.0,0.0,102.0,100,0,0,0.0,0,11660,1326.0,3,0,0,0,0.0,0,0.0,2416,2006,0,5,1,0
2416,6,1456,2.0,429.0,728.0,2006,728,2006,2006.0,2,8,0,0.0,0.0,105.0,0,0,1,0.0,728,15578,728.0,3,0,0,0,0.0,0,0.0,2417,2006,0,5,1,0
2417,8,2373,3.0,632.0,1052.0,2004,1052,2005,2004.0,2,9,1,236.0,0.0,96.0,120,46,1,0.0,1321,11631,1052.0,4,0,0,0,0.0,0,0.0,2418,2006,0,5,1,0
2418,7,1492,2.0,440.0,738.0,2006,738,2006,2006.0,2,8,0,0.0,0.0,75.0,100,32,1,0.0,754,9073,738.0,3,0,0,0,0.0,0,0.0,2419,2006,0,5,1,0
2419,7,1364,2.0,437.0,1220.0,2006,1364,2006,2006.0,2,6,1,14.0,453.0,43.0,100,16,0,1.0,0,3087,767.0,2,0,0,0,0.0,0,0.0,2420,2006,0,5,1,0
2420,7,1557,2.0,420.0,1374.0,2003,1557,2004,2003.0,2,7,1,18.0,0.0,0.0,143,20,0,0.0,0,3196,1374.0,2,0,0,0,0.0,0,0.0,2421,2006,0,5,1,0
2421,8,1456,2.0,400.0,1273.0,2003,1456,2003,2003.0,2,7,1,40.0,0.0,0.0,143,20,0,0.0,0,3196,1273.0,2,0,0,0,0.0,0,0.0,2422,2006,0,5,1,0
2422,7,1511,2.0,398.0,1368.0,2002,1511,2002,2002.0,2,5,1,40.0,1038.0,0.0,130,30,0,1.0,0,2938,330.0,2,0,0,0,0.0,0,0.0,2423,2006,0,5,1,0
2423,7,1414,2.0,398.0,1375.0,2004,1414,2004,2004.0,2,6,1,18.0,0.0,0.0,144,20,0,0.0,0,3072,1375.0,2,0,0,0,0.0,0,0.0,2424,2006,0,5,1,0
2424,7,1548,2.0,388.0,1365.0,2004,1548,2004,2004.0,2,7,1,18.0,1059.0,0.0,143,20,0,1.0,0,3072,306.0,2,0,0,0,0.0,0,0.0,2425,2006,0,5,1,0
2425,7,1248,2.0,438.0,1248.0,2005,1248,2006,2005.0,2,5,0,16.0,16.0,43.0,108,0,0,0.0,0,3010,1232.0,2,0,0,0,0.0,0,0.0,2426,2006,0,5,1,0
2426,7,1142,2.0,440.0,1142.0,2005,1142,2006,2005.0,2,6,0,14.0,16.0,43.0,90,0,0,0.0,0,3010,1126.0,2,0,0,0,0.0,0,0.0,2427,2006,0,5,1,0
2427,7,1506,2.0,440.0,1362.0,2005,1506,2005,2005.0,2,6,1,145.0,16.0,43.0,142,20,0,0.0,0,3013,1346.0,2,0,0,0,0.0,0,0.0,2428,2006,0,5,1,0
2428,8,1567,3.0,648.0,1520.0,2006,1567,2006,2006.0,2,7,1,0.0,1154.0,53.0,312,0,0,1.0,0,3982,366.0,1,0,0,0,0.0,0,0.0,2429,2006,0,5,1,0
2429,7,1500,3.0,648.0,1356.0,2006,1500,2006,2006.0,2,6,1,45.0,1070.0,53.0,161,20,0,1.0,0,4045,286.0,2,0,0,0,0.0,0,0.0,2430,2006,0,5,1,0
2430,5,1838,2.0,372.0,732.0,2005,734,2005,2005.0,2,7,1,0.0,0.0,60.0,100,40,1,0.0,1104,21930,732.0,4,0,0,0,0.0,0,0.0,2431,2006,0,5,1,0
2431,6,1509,2.0,393.0,783.0,2002,807,2003,2002.0,2,7,1,0.0,457.0,0.0,100,75,1,1.0,702,7861,326.0,3,0,0,0,0.0,0,0.0,2432,2006,0,5,1,0
