,Order,PID,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemod/Add,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
2083,2084,905476170,SC30,RL,58.0,9098,2,None,3,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,4,7,1920,2002,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,5,348.0,1,0.0,180.0,528.0,GasA,5,Y,SBrkr,605,0,0,605,1.0,0.0,1,0,2,1,3,5,8,0,0,No,,No,0.0,0.0,0,0,0,0,0,144,0,0,0,0,No,No,0,Jul,2007,WD ,Normal,86000
2084,2085,905476225,SC120,RL,39.0,3869,2,None,4,Lvl,4,Inside,2,Edwards,Norm,Norm,TwnhsE,1Story,5,6,1984,1984,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,149.0,4,5,CBlock,3,3,0,2,283.0,6,755.0,0.0,1038.0,GasA,4,Y,SBrkr,1038,0,0,1038,0.0,0.0,2,0,2,1,3,5,8,0,0,Attchd,1984.0,RFn,1.0,264.0,3,3,2,0,105,0,0,0,0,0,No,No,0,Jul,2007,WD ,Normal,130000
2085,2086,905478140,SC20,RL,58.0,9280,2,None,4,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,6,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,2,3,0,5,557.0,1,0.0,785.0,1342.0,GasA,5,Y,SBrkr,1342,0,0,1342,1.0,0.0,1,0,4,1,3,7,8,0,0,Detchd,1951.0,Unf,1.0,256.0,3,3,2,0,0,0,0,0,0,0,No,No,0,Apr,2007,WD ,Normal,125000
2086,2087,905478220,SC50,RL,60.0,11100,2,None,4,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1951,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,2,1080.0,1,0.0,0.0,1080.0,GasA,3,N,SBrkr,1080,400,0,1480,1.0,0.0,1,0,4,1,3,7,8,1,4,Attchd,1951.0,Unf,1.0,253.0,3,3,2,0,0,68,0,0,0,0,No,No,0,Jul,2007,WD ,Normal,136500
2087,2088,905480090,SC50,RL,50.0,7550,2,None,4,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,1.5Fin,4,5,1920,1950,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,2,2,BrkTil,3,2,0,1,0.0,1,0.0,951.0,951.0,GasW,2,N,SBrkr,986,376,0,1362,0.0,0.0,2,0,4,1,3,7,8,0,0,Detchd,1920.0,Unf,1.0,280.0,2,3,1,0,0,0,0,0,0,0,MnPrv,No,0,Mar,2007,WD ,Normal,96000
2088,2089,905480180,SC20,RL,60.0,9060,2,None,4,Lvl,4,Inside,3,Edwards,Artery,Norm,1Fam,1Story,5,6,1957,2006,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,98.0,3,3,PConc,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,5,Y,SBrkr,1340,0,0,1340,0.0,0.0,1,0,3,1,3,7,8,1,4,Attchd,1957.0,RFn,1.0,252.0,3,3,2,116,0,0,180,0,0,0,MnPrv,No,0,Jun,2007,WD ,Normal,120000
2089,2090,906200230,SC50,RL,104.0,23920,2,None,4,Lvl,4,Inside,3,SawyerW,Feedr,Norm,1Fam,1.5Fin,6,5,1984,1984,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,1105.0,1105.0,GasA,5,Y,SBrkr,1105,717,0,1822,0.0,0.0,2,0,4,1,4,7,6,1,1,Attchd,1984.0,Unf,2.0,515.0,3,3,1,0,195,1012,0,0,444,2,No,No,0,Apr,2007,WD ,Normal,228500
2090,2091,906201022,SC20,RL,114.0,10357,2,None,3,Lvl,4,Corner,3,SawyerW,Feedr,Norm,1Fam,1Story,7,5,1990,1991,Hip,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,1,6,738.0,1,0.0,172.0,910.0,GasA,4,Y,SBrkr,1442,0,0,1442,1.0,0.0,2,0,3,1,4,6,8,1,3,Attchd,1990.0,Fin,2.0,719.0,3,3,2,0,244,0,0,0,0,0,No,No,0,May,2007,WD ,Normal,179900
2091,2092,906201023,SC60,RL,116.0,13474,2,None,4,Lvl,4,Inside,3,SawyerW,Feedr,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,HdBoard,Plywood,BrkFace,246.0,4,3,CBlock,4,3,0,5,700.0,1,0.0,0.0,700.0,GasA,4,Y,SBrkr,1122,1121,0,2243,1.0,0.0,2,1,4,1,4,8,8,1,3,Attchd,1990.0,RFn,3.0,746.0,3,3,2,127,44,224,0,0,0,0,No,No,0,Jun,2007,WD ,Normal,225000
2092,2093,906201200,SC60,RL,86.0,10380,2,None,3,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,1986,1987,Gable,CompShg,Plywood,Plywood,BrkFace,172.0,4,3,CBlock,3,3,3,2,28.0,5,1474.0,0.0,1502.0,GasA,5,Y,SBrkr,1553,1177,0,2730,1.0,0.0,2,1,4,1,4,8,8,1,3,Attchd,1987.0,Fin,2.0,576.0,3,3,2,201,96,0,0,0,0,0,MnPrv,No,0,Aug,2007,WD ,Normal,301000
2093,2094,906203140,SC60,RL,103.0,13125,2,None,3,Lvl,4,Corner,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,5,3,1,4,48.0,6,634.0,422.0,1104.0,GasA,5,Y,SBrkr,912,1215,0,2127,1.0,0.0,2,1,4,1,4,8,8,1,3,Attchd,1991.0,RFn,3.0,833.0,3,3,2,72,192,224,0,0,0,0,GdPrv,No,0,Nov,2007,WD ,Normal,238000
2094,2095,906204140,SC60,RL,82.0,11287,2,None,4,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,7,6,1989,1989,Gable,CompShg,Plywood,Plywood,BrkFace,340.0,4,3,CBlock,4,3,2,6,421.0,1,0.0,386.0,807.0,GasA,4,Y,SBrkr,1175,807,0,1982,0.0,0.0,2,1,3,1,4,7,8,1,3,Attchd,1989.0,Fin,2.0,575.0,3,3,2,0,84,0,196,0,0,0,No,No,0,Jan,2007,WD ,Normal,228500
2095,2096,906223040,SC60,RL,75.0,9317,2,None,4,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,PConc,4,4,0,6,497.0,1,0.0,282.0,779.0,GasA,5,Y,SBrkr,1029,929,0,1958,1.0,0.0,2,1,3,1,4,7,8,1,3,Attchd,1994.0,RFn,2.0,499.0,3,3,2,202,93,0,0,0,0,0,No,No,0,Jul,2007,CWD,Normal,220000
2096,2097,906340080,SC60,RL,77.0,9965,2,None,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,220.0,4,3,PConc,5,3,2,6,984.0,1,0.0,280.0,1264.0,GasA,5,Y,SBrkr,1282,1414,0,2696,1.0,0.0,2,1,4,1,5,10,8,1,4,BuiltIn,2007.0,Fin,3.0,792.0,3,3,2,120,184,0,0,168,0,0,No,No,0,Oct,2007,New,Partial,383970
2097,2098,906340090,SC60,RL,77.0,9965,2,None,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,340.0,4,3,PConc,5,3,3,6,1150.0,1,0.0,316.0,1466.0,GasA,5,Y,SBrkr,1466,1362,0,2828,1.0,0.0,3,0,4,1,4,11,8,1,3,BuiltIn,2006.0,RFn,3.0,1052.0,3,3,2,125,144,0,0,0,0,0,No,No,0,Apr,2007,New,Partial,424870
2098,2099,906378120,SC20,RL,71.0,9178,2,None,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,306.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1643.0,1643.0,GasA,5,Y,SBrkr,1651,0,0,1651,0.0,0.0,2,0,3,1,4,7,8,1,4,Attchd,2007.0,Fin,3.0,870.0,3,3,2,204,64,0,0,0,0,0,No,No,0,Sep,2007,New,Partial,250000
2099,2100,906378150,SC20,RL,93.0,10481,2,None,3,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2006,2007,Hip,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,2,1,0.0,1,0.0,2140.0,2140.0,GasA,5,Y,SBrkr,2140,0,0,2140,0.0,0.0,2,1,3,1,4,8,8,0,0,Attchd,2006.0,Fin,3.0,894.0,3,3,2,136,32,0,0,0,0,0,No,No,0,Jun,2007,New,Partial,360000
2100,2101,906378170,SC20,RL,91.0,10652,2,None,3,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,306.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1494.0,1494.0,GasA,5,Y,SBrkr,1494,0,0,1494,0.0,0.0,2,0,3,1,4,7,8,1,4,Attchd,2006.0,RFn,3.0,840.0,3,3,2,160,33,0,0,0,0,0,No,No,0,Aug,2007,New,Partial,279500
2101,2102,906380010,SC20,RL,103.0,11175,2,None,3,Lvl,4,Corner,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1316.0,1316.0,GasA,5,Y,SBrkr,1316,0,0,1316,0.0,0.0,2,0,3,1,4,6,8,1,4,Attchd,2007.0,Fin,2.0,440.0,3,3,2,0,20,0,0,0,0,0,No,No,0,Oct,2007,New,Partial,200141
2102,2103,906380040,SC20,RL,66.0,10235,2,None,3,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,306.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1643.0,1643.0,GasA,5,Y,SBrkr,1651,0,0,1651,0.0,0.0,2,0,3,1,4,7,8,1,4,Attchd,2007.0,RFn,3.0,870.0,3,3,2,192,64,0,0,0,0,0,No,No,0,Sep,2007,New,Partial,246500
2103,2104,906380070,SC60,RL,69.0,9588,2,None,3,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,Stone,270.0,4,3,PConc,5,3,0,1,0.0,1,0.0,1482.0,1482.0,GasA,5,Y,SBrkr,1482,1092,0,2574,0.0,0.0,2,1,3,1,5,10,8,1,4,BuiltIn,2007.0,Fin,3.0,868.0,3,3,2,0,148,0,0,0,0,0,No,No,0,Nov,2007,New,Partial,276000
2104,2105,906380120,SC20,RL,68.0,8814,2,None,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,4,3,PConc,4,3,0,6,925.0,1,0.0,349.0,1274.0,GasA,5,Y,SBrkr,1274,0,0,1274,1.0,0.0,2,0,3,1,4,6,8,0,0,Attchd,2005.0,RFn,2.0,508.0,3,3,2,264,98,0,0,0,0,0,No,No,0,Jan,2007,New,Partial,203000
2105,2106,906380140,SC60,RL,85.0,11103,2,None,3,Lvl,4,Corner,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,728.0,728.0,GasA,5,Y,SBrkr,728,728,0,1456,0.0,0.0,2,1,3,1,4,8,8,1,3,Attchd,2006.0,Fin,2.0,440.0,3,3,2,0,0,0,0,0,0,0,No,No,0,Jul,2007,New,Partial,155835
2106,2107,906380160,SC20,RL,74.0,8556,2,None,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1240.0,1240.0,GasA,5,Y,SBrkr,1240,0,0,1240,0.0,0.0,2,0,2,1,4,5,8,0,0,Attchd,2006.0,RFn,3.0,826.0,3,3,2,140,93,0,0,0,0,0,No,No,0,May,2007,WD ,Normal,194000
2107,2108,906380200,SC20,RL,64.0,6762,2,None,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,4,3,PConc,4,3,0,6,664.0,1,0.0,544.0,1208.0,GasA,5,Y,SBrkr,1208,0,0,1208,1.0,0.0,2,0,2,1,4,6,8,0,0,Attchd,2007.0,RFn,2.0,628.0,3,3,2,105,54,0,0,0,0,0,No,No,0,Sep,2007,New,Partial,195400
2108,2109,906382020,SC20,RL,75.0,11750,2,None,3,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,204.0,4,3,PConc,4,3,1,6,20.0,1,0.0,1526.0,1546.0,GasA,5,Y,SBrkr,1546,0,0,1546,0.0,0.0,2,0,3,1,4,7,8,0,0,Attchd,2005.0,RFn,3.0,796.0,3,3,2,144,42,0,0,0,0,0,No,No,0,Jun,2007,WD ,Normal,217000
2109,2110,906382060,SC20,RL,73.0,8760,2,None,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,132.0,4,3,PConc,4,3,0,6,36.0,1,0.0,1453.0,1489.0,GasA,5,Y,SBrkr,1500,0,0,1500,0.0,0.0,2,0,3,1,4,7,8,1,4,Attchd,2005.0,RFn,2.0,674.0,3,3,2,144,38,0,0,0,0,0,No,No,0,Jun,2007,WD ,Normal,212999
2110,2111,906392080,SC20,RL,64.0,7242,2,None,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,1270.0,1270.0,GasA,5,Y,SBrkr,1270,0,0,1270,0.0,0.0,2,0,2,1,4,6,8,0,0,Attchd,2005.0,RFn,2.0,524.0,3,3,2,0,96,0,0,0,0,0,No,No,0,Jul,2007,WD ,Normal,175900
2111,2112,906394020,SC60,RL,78.0,9316,2,None,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,1,0.0,1,0.0,879.0,879.0,GasA,5,Y,SBrkr,879,916,0,1795,0.0,0.0,2,1,3,1,4,7,8,0,0,Attchd,2005.0,RFn,2.0,578.0,3,3,2,164,111,0,0,0,0,0,No,No,0,Oct,2007,WD ,Normal,191000
2112,2113,906394050,SC20,RL,78.0,9317,2,None,3,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,6,24.0,1,0.0,1290.0,1314.0,GasA,4,Y,SBrkr,1314,0,0,1314,0.0,0.0,2,0,3,1,4,6,8,1,4,Attchd,2006.0,RFn,2.0,440.0,3,3,2,0,22,0,0,0,0,0,No,No,0,Mar,2007,WD ,Normal,176432
2113,2114,906402070,SC60,RL,0.0,14364,2,None,3,Low,4,Inside,2,SawyerW,Norm,Norm,1Fam,2Story,7,5,1988,1989,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,4,3,CBlock,4,3,3,6,1065.0,1,0.0,92.0,1157.0,GasA,5,Y,SBrkr,1180,882,0,2062,1.0,0.0,2,1,3,1,3,7,8,1,4,Attchd,1988.0,Fin,2.0,454.0,3,3,2,60,55,0,0,154,0,0,No,No,0,Apr,2007,WD ,Normal,277000
2114,2115,906403060,SC60,RL,0.0,8883,2,None,3,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,360.0,4,3,PConc,4,3,0,6,608.0,2,321.0,0.0,929.0,GasA,5,Y,SBrkr,946,927,0,1873,1.0,0.0,2,1,3,1,4,7,8,1,3,Attchd,1988.0,RFn,2.0,619.0,3,3,2,108,48,0,0,144,0,0,GdPrv,No,0,May,2007,WD ,Normal,207000
2115,2116,906426060,SC50,RL,0.0,159000,2,None,2,Low,4,CulDSac,1,ClearCr,Norm,Norm,1Fam,1.5Fin,6,7,1958,2006,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,472.0,4,3,CBlock,4,3,3,3,697.0,1,0.0,747.0,1444.0,GasA,4,Y,SBrkr,1444,700,0,2144,0.0,1.0,2,0,4,1,4,7,8,2,3,Attchd,1958.0,Fin,2.0,389.0,3,3,2,0,98,0,0,0,0,0,No,Shed,500,Jun,2007,WD ,Normal,277000
2116,2117,906426195,SC60,RL,0.0,53107,2,None,2,Low,4,Corner,2,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,2,6,985.0,1,0.0,595.0,1580.0,GasA,5,Y,SBrkr,1079,874,0,1953,1.0,0.0,2,1,3,1,4,9,8,2,2,Attchd,1992.0,Fin,2.0,501.0,3,3,2,216,231,0,0,0,0,0,No,No,0,Jun,2007,WD ,Normal,240000
2117,2118,906475110,SC60,RL,0.0,12205,2,None,3,Low,4,Inside,3,ClearCr,Norm,Norm,1Fam,2Story,6,8,1966,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,157.0,3,3,CBlock,3,2,3,2,568.0,1,0.0,264.0,832.0,GasA,4,Y,SBrkr,976,1111,0,2087,0.0,0.0,2,1,5,1,4,9,8,0,0,Attchd,1966.0,Fin,2.0,444.0,3,3,2,133,168,0,0,0,0,0,No,No,0,Jul,2007,WD ,Normal,187500
2118,2119,906475170,SC20,RL,155.0,20064,2,None,3,Low,4,Inside,1,ClearCr,Norm,Norm,1Fam,1Story,8,6,1976,1976,Shed,WdShngl,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,4,4,3,2,51.0,6,915.0,0.0,966.0,GasA,5,Y,SBrkr,1743,0,0,1743,2.0,0.0,0,1,0,1,4,5,8,2,2,Attchd,1976.0,Fin,2.0,529.0,3,3,2,646,0,0,0,0,0,0,No,No,0,May,2007,WD ,Normal,279000
2119,2120,907125040,SC20,RL,0.0,14217,2,None,2,Lvl,4,CulDSac,3,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,5,550.0,1,0.0,472.0,1022.0,GasA,4,Y,SBrkr,1022,0,0,1022,0.0,1.0,1,0,3,1,3,6,8,0,0,Detchd,1995.0,Unf,2.0,747.0,3,3,2,0,0,0,0,0,0,0,No,No,0,Aug,2007,WD ,Normal,139500
2120,2121,907125120,SC20,RL,65.0,8775,2,None,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,6,495.0,1,0.0,495.0,990.0,GasA,4,Y,SBrkr,990,0,0,990,0.0,0.0,1,0,3,1,3,5,8,0,0,Attchd,1996.0,Unf,1.0,299.0,3,3,2,0,64,0,0,0,0,0,No,No,0,Apr,2007,WD ,Normal,126000
2121,2122,907130060,SC20,RL,105.0,11249,2,None,2,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,6,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,PConc,4,4,0,5,334.0,4,544.0,322.0,1200.0,GasA,5,Y,SBrkr,1200,0,0,1200,1.0,0.0,2,0,3,1,4,6,8,0,0,Attchd,1995.0,RFn,2.0,521.0,3,3,2,0,26,0,0,0,0,0,No,No,0,Aug,2007,WD ,Normal,177500
2122,2123,907131060,SC60,RL,57.0,10021,2,None,3,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,6,6,1997,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,4,3,0,6,539.0,1,0.0,96.0,635.0,GasA,5,Y,SBrkr,646,662,0,1308,1.0,0.0,2,1,3,1,4,6,8,0,0,Attchd,1997.0,RFn,2.0,497.0,3,3,2,142,54,0,0,0,0,0,No,No,0,May,2007,WD ,Normal,175000
2123,2124,907131120,SC60,RL,0.0,9531,2,None,3,Lvl,4,CulDSac,3,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,6,706.0,1,0.0,88.0,794.0,GasA,5,Y,SBrkr,882,914,0,1796,1.0,0.0,2,1,3,1,3,7,8,0,0,Attchd,1998.0,RFn,2.0,546.0,3,3,2,0,36,0,0,0,0,0,MnPrv,No,0,May,2007,WD ,Normal,211000
2124,2125,907135050,SC20,RL,60.0,8428,2,None,2,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,4,4,0,6,420.0,1,0.0,570.0,990.0,GasA,5,Y,SBrkr,990,0,0,990,1.0,0.0,1,0,3,1,3,5,8,0,0,Detchd,1995.0,Unf,1.0,384.0,3,3,2,256,0,0,0,0,0,0,No,No,0,Jul,2007,WD ,Normal,146000
2125,2126,907135080,SC20,RL,70.0,16561,2,None,2,Low,4,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,5,549.0,1,0.0,548.0,1097.0,GasA,5,Y,SBrkr,1097,0,0,1097,1.0,0.0,1,1,3,1,3,6,8,0,0,Attchd,1996.0,Unf,1.0,242.0,3,3,2,306,0,0,0,0,0,0,GdPrv,No,0,Jul,2007,WD ,Normal,147900
2126,2127,907135180,SC20,RL,60.0,8070,2,None,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,6,588.0,1,0.0,402.0,990.0,GasA,5,Y,SBrkr,990,0,0,990,1.0,0.0,1,0,3,1,3,5,8,0,0,No,,No,0.0,0.0,0,0,2,0,0,0,0,0,0,0,No,No,0,Aug,2007,WD ,Normal,123600
2127,2128,907180040,SC60,RL,69.0,9337,2,None,3,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,4,3,0,6,648.0,1,0.0,176.0,824.0,GasA,5,Y,SBrkr,905,881,0,1786,1.0,0.0,2,1,3,1,4,7,8,0,0,Attchd,1997.0,RFn,2.0,684.0,3,3,2,0,162,0,0,0,0,0,No,No,0,May,2007,WD ,Normal,204750
2128,2129,907187040,SC60,RL,47.0,10820,2,None,2,Lvl,4,CulDSac,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,6,342.0,1,0.0,646.0,988.0,GasA,5,Y,SBrkr,988,885,0,1873,0.0,0.0,2,1,3,1,4,7,8,1,3,Attchd,1999.0,RFn,2.0,597.0,3,3,2,202,123,0,0,0,0,0,No,No,0,Mar,2007,WD ,Normal,235500
2129,2130,907187060,SC60,RL,43.0,12352,2,None,2,Lvl,4,CulDSac,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,290.0,4,3,PConc,4,3,0,6,638.0,1,0.0,215.0,853.0,GasA,5,Y,SBrkr,853,900,0,1753,1.0,0.0,2,1,3,1,3,7,8,1,2,Attchd,1998.0,RFn,2.0,534.0,3,3,2,0,74,0,0,0,0,0,No,No,0,Mar,2007,WD ,Normal,217000
2130,2131,907192020,SC60,RL,68.0,9543,2,None,3,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,845.0,845.0,GasA,5,Y,SBrkr,845,845,0,1690,0.0,0.0,2,1,3,1,4,7,8,0,0,Attchd,2001.0,RFn,2.0,517.0,3,3,2,0,103,0,0,0,0,0,No,No,0,Feb,2007,WD ,Normal,190550
2131,2132,907192040,SC60,RL,0.0,8826,2,None,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,144.0,4,3,PConc,4,3,0,6,841.0,1,0.0,144.0,985.0,GasA,5,Y,SBrkr,985,857,0,1842,1.0,0.0,2,1,3,1,4,7,8,1,3,Attchd,2000.0,Fin,2.0,486.0,3,3,2,193,96,0,0,0,0,0,No,No,0,Jul,2007,WD ,Normal,217500
2132,2133,907192120,SC20,RL,72.0,10665,2,None,3,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,4,3,PConc,4,3,2,6,1013.0,1,0.0,440.0,1453.0,GasA,5,Y,SBrkr,1479,0,0,1479,1.0,0.0,2,0,3,1,4,7,8,0,0,Attchd,2003.0,RFn,2.0,558.0,3,3,2,144,29,0,0,0,0,0,No,No,0,Jun,2007,WD ,Normal,226000
2133,2134,907192150,SC60,RL,72.0,11317,2,None,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,101.0,4,3,PConc,4,3,0,1,0.0,1,0.0,840.0,840.0,GasA,5,Y,SBrkr,840,828,0,1668,0.0,0.0,2,1,3,1,4,8,8,0,0,Attchd,2003.0,RFn,2.0,500.0,3,3,2,144,68,0,0,0,0,0,No,No,0,Sep,2007,WD ,Normal,180000
2134,2135,907200130,SC20,RL,97.0,11800,2,None,3,Bnk,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,5,5,1974,1974,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,2,4,663.0,1,0.0,201.0,864.0,GasA,3,Y,SBrkr,894,0,0,894,0.0,0.0,1,0,3,1,3,5,8,0,0,Attchd,1974.0,Unf,2.0,440.0,3,3,2,0,0,0,0,0,0,0,No,No,0,Aug,2007,WD ,Family,131000
